[I 2025-03-23 05:44:16,195] Using an existing study with name 'SST-2-GATv2-google-bert-bert-base-uncased-Grouped-No_Aggregation-Random_Attentions-0.0-0.0' instead of creating a new one.
[I 2025-03-23 05:48:29,818] Trial 132 finished with value: 0.908256880733945 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5453195751413947, 'batch_size': 102, 'attention_heads': 8, 'hidden_dimension': 186, 'number_of_hidden_layers': 1, 'dropout_rate': 0.473529976279303, 'global_pooling': 'mean', 'learning_rate': 0.00045722149817902235, 'weight_decay': 8.476135191720784e-05, 'beta_0': 0.8393064806940972, 'beta_1': 0.9833632733962632, 'epsilon': 3.885818221250552e-07, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 14, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:12:39,103] Trial 209 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5159137117598428, 'batch_size': 109, 'attention_heads': 9, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4533720044205866, 'global_pooling': 'mean', 'learning_rate': 0.001343871272991329, 'weight_decay': 0.0001100282476892355, 'beta_0': 0.8893665133641603, 'beta_1': 0.9827400389160922, 'epsilon': 1.456596293382791e-07, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:16:44,082] Trial 210 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'min', 'embedding_pooling_operation': 'mean', 'threshold': 0.54888149009069, 'batch_size': 78, 'attention_heads': 6, 'hidden_dimension': 185, 'number_of_hidden_layers': 1, 'dropout_rate': 0.559561599203946, 'global_pooling': 'mean', 'learning_rate': 0.0009513606041775272, 'weight_decay': 8.326820596682564e-05, 'beta_0': 0.8425796824932531, 'beta_1': 0.98421633366408, 'epsilon': 6.619398650733885e-07, 'balanced_loss': True, 'epochs': 84, 'early_stopping_patience': 14, 'plateau_patience': 21, 'plateau_divider': 4}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:20:50,853] Trial 211 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.47989518559201666, 'batch_size': 99, 'attention_heads': 7, 'hidden_dimension': 128, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5688007849198552, 'global_pooling': 'mean', 'learning_rate': 0.000782522158473935, 'weight_decay': 7.235619021497731e-05, 'beta_0': 0.8479798909257631, 'beta_1': 0.981122706457419, 'epsilon': 3.3977842893119213e-07, 'balanced_loss': True, 'epochs': 101, 'early_stopping_patience': 12, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:24:52,954] Trial 212 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5077014158682641, 'batch_size': 102, 'attention_heads': 5, 'hidden_dimension': 189, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5620915138269095, 'global_pooling': 'mean', 'learning_rate': 0.0010962856411820523, 'weight_decay': 5.083172922083196e-05, 'beta_0': 0.8385136185775227, 'beta_1': 0.9832608438263817, 'epsilon': 3.929157001907995e-07, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 13, 'plateau_patience': 22, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:29:08,950] Trial 213 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4985672443951992, 'batch_size': 89, 'attention_heads': 8, 'hidden_dimension': 199, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5655467160186107, 'global_pooling': 'mean', 'learning_rate': 0.000888700173816825, 'weight_decay': 4.8523730766344344e-05, 'beta_0': 0.8357500608633652, 'beta_1': 0.9819574783428017, 'epsilon': 3.5899028874840697e-07, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 13, 'plateau_patience': 22, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:33:12,115] Trial 214 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.48702192054839744, 'batch_size': 94, 'attention_heads': 8, 'hidden_dimension': 174, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5528887734827485, 'global_pooling': 'mean', 'learning_rate': 0.0012408409092525853, 'weight_decay': 5.64817334877788e-05, 'beta_0': 0.8330677805060379, 'beta_1': 0.9823780253075398, 'epsilon': 2.1968412971073694e-07, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 13, 'plateau_patience': 22, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:37:33,908] Trial 215 finished with value: 0.9048165137614679 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.501131109596394, 'batch_size': 85, 'attention_heads': 8, 'hidden_dimension': 186, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5735724025489863, 'global_pooling': 'mean', 'learning_rate': 0.001631324024548255, 'weight_decay': 6.384112835511103e-05, 'beta_0': 0.8391273696271881, 'beta_1': 0.982920452573098, 'epsilon': 2.9057214842072153e-07, 'balanced_loss': True, 'epochs': 91, 'early_stopping_patience': 13, 'plateau_patience': 18, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:41:36,461] Trial 216 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.4654697004430751, 'batch_size': 99, 'attention_heads': 7, 'hidden_dimension': 179, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5591196248555611, 'global_pooling': 'mean', 'learning_rate': 0.0005513191086852721, 'weight_decay': 8.306016932738242e-05, 'beta_0': 0.837088864082638, 'beta_1': 0.9826098857994325, 'epsilon': 4.199107647676126e-07, 'balanced_loss': True, 'epochs': 96, 'early_stopping_patience': 12, 'plateau_patience': 24, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:45:45,857] Trial 217 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5189883120459237, 'batch_size': 104, 'attention_heads': 8, 'hidden_dimension': 192, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5455117065310877, 'global_pooling': 'mean', 'learning_rate': 0.0004448758496992431, 'weight_decay': 5.3639297341404624e-05, 'beta_0': 0.8759384156854056, 'beta_1': 0.9895345434529125, 'epsilon': 9.714700921246408e-07, 'balanced_loss': True, 'epochs': 126, 'early_stopping_patience': 11, 'plateau_patience': 19, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:50:23,991] Trial 218 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5826919642882153, 'batch_size': 110, 'attention_heads': 16, 'hidden_dimension': 183, 'number_of_hidden_layers': 1, 'dropout_rate': 0.3679413228705905, 'global_pooling': 'mean', 'learning_rate': 0.0010291951008715532, 'weight_decay': 4.281053646933413e-05, 'beta_0': 0.8413687696303218, 'beta_1': 0.9836978692421463, 'epsilon': 4.659919830635224e-07, 'balanced_loss': True, 'epochs': 116, 'early_stopping_patience': 13, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:54:07,594] Trial 219 finished with value: 0.8979357798165137 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'mean', 'threshold': 0.5015778229312173, 'batch_size': 81, 'attention_heads': 8, 'hidden_dimension': 115, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5655881412515517, 'global_pooling': 'mean', 'learning_rate': 0.0013770355950053963, 'weight_decay': 0.00014689939063468975, 'beta_0': 0.8922425254542369, 'beta_1': 0.9831005347165598, 'epsilon': 3.2202923549373774e-07, 'balanced_loss': True, 'epochs': 93, 'early_stopping_patience': 10, 'plateau_patience': 22, 'plateau_divider': 5}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 11:58:28,715] Trial 220 finished with value: 0.8967889908256881 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.47598340685458085, 'batch_size': 96, 'attention_heads': 7, 'hidden_dimension': 219, 'number_of_hidden_layers': 1, 'dropout_rate': 0.583539968158238, 'global_pooling': 'mean', 'learning_rate': 0.0008685943951869245, 'weight_decay': 7.194797783428874e-05, 'beta_0': 0.8953949218204185, 'beta_1': 0.9900757604195407, 'epsilon': 5.419761756373608e-07, 'balanced_loss': False, 'epochs': 103, 'early_stopping_patience': 14, 'plateau_patience': 21, 'plateau_divider': 8}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:02:28,020] Trial 221 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.60695099447104, 'batch_size': 87, 'attention_heads': 14, 'hidden_dimension': 108, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4450161773559164, 'global_pooling': 'mean', 'learning_rate': 0.0006888041725051226, 'weight_decay': 0.00010390347779903552, 'beta_0': 0.8344429527849041, 'beta_1': 0.9961049302434382, 'epsilon': 1.6653934449424469e-06, 'balanced_loss': True, 'epochs': 89, 'early_stopping_patience': 14, 'plateau_patience': 23, 'plateau_divider': 6}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:06:31,347] Trial 222 finished with value: 0.9094036697247706 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5696404801537183, 'batch_size': 80, 'attention_heads': 8, 'hidden_dimension': 146, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5494533244741288, 'global_pooling': 'mean', 'learning_rate': 0.001345707059594022, 'weight_decay': 6.481456227758511e-05, 'beta_0': 0.8806199628654037, 'beta_1': 0.9807331168336445, 'epsilon': 2.4148600695829045e-07, 'balanced_loss': True, 'epochs': 98, 'early_stopping_patience': 13, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:11:07,954] Trial 223 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5582994131277629, 'batch_size': 73, 'attention_heads': 8, 'hidden_dimension': 144, 'number_of_hidden_layers': 3, 'dropout_rate': 0.5497983285201652, 'global_pooling': 'mean', 'learning_rate': 0.0011602827053701042, 'weight_decay': 6.341008270986003e-05, 'beta_0': 0.8824439401321493, 'beta_1': 0.9806004751682589, 'epsilon': 2.426579410161771e-07, 'balanced_loss': True, 'epochs': 99, 'early_stopping_patience': 13, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:15:15,006] Trial 224 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.574715660981941, 'batch_size': 78, 'attention_heads': 8, 'hidden_dimension': 149, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5397762287976663, 'global_pooling': 'mean', 'learning_rate': 0.001434958695281954, 'weight_decay': 8.329150558619365e-05, 'beta_0': 0.8775194449694131, 'beta_1': 0.9814279422366345, 'epsilon': 1.9003888738065035e-07, 'balanced_loss': True, 'epochs': 95, 'early_stopping_patience': 13, 'plateau_patience': 20, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:19:10,623] Trial 225 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5909541892350828, 'batch_size': 92, 'attention_heads': 10, 'hidden_dimension': 162, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5560234490611493, 'global_pooling': 'mean', 'learning_rate': 0.0018530226291950077, 'weight_decay': 6.975830548465751e-05, 'beta_0': 0.8843510869209791, 'beta_1': 0.9808413477145282, 'epsilon': 2.665957423218944e-07, 'balanced_loss': True, 'epochs': 121, 'early_stopping_patience': 12, 'plateau_patience': 21, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:23:21,721] Trial 226 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5299860426182889, 'batch_size': 84, 'attention_heads': 8, 'hidden_dimension': 153, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5607485028189241, 'global_pooling': 'mean', 'learning_rate': 0.00108049108244643, 'weight_decay': 6.034401645274141e-05, 'beta_0': 0.8865907782467296, 'beta_1': 0.9803490050447576, 'epsilon': 3.6793191011087485e-07, 'balanced_loss': True, 'epochs': 101, 'early_stopping_patience': 13, 'plateau_patience': 20, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:27:57,528] Trial 227 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5712020042943406, 'batch_size': 115, 'attention_heads': 10, 'hidden_dimension': 211, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5703357269454609, 'global_pooling': 'mean', 'learning_rate': 0.002239867216021245, 'weight_decay': 7.648491447329537e-05, 'beta_0': 0.8458257858756553, 'beta_1': 0.9812285703746688, 'epsilon': 3.050893572205519e-07, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:32:16,591] Trial 228 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5709754662254332, 'batch_size': 113, 'attention_heads': 10, 'hidden_dimension': 212, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5709720734318018, 'global_pooling': 'mean', 'learning_rate': 0.0023659113109586976, 'weight_decay': 8.305573170628207e-05, 'beta_0': 0.8453103063298155, 'beta_1': 0.9809529576192323, 'epsilon': 2.3203395621528856e-07, 'balanced_loss': True, 'epochs': 97, 'early_stopping_patience': 15, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:36:24,198] Trial 229 finished with value: 0.8922018348623854 and parameters: {'attention_pooling_operation': 'mean', 'embedding_pooling_operation': 'mean', 'threshold': 0.5653675390669166, 'batch_size': 116, 'attention_heads': 10, 'hidden_dimension': 204, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5019876788112162, 'global_pooling': 'mean', 'learning_rate': 0.002024301740984851, 'weight_decay': 9.376619627253407e-05, 'beta_0': 0.8458522692406117, 'beta_1': 0.980676812299149, 'epsilon': 1.1521406200853974e-07, 'balanced_loss': True, 'epochs': 104, 'early_stopping_patience': 11, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:41:00,718] Trial 230 finished with value: 0.893348623853211 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'min', 'threshold': 0.5439579303772173, 'batch_size': 122, 'attention_heads': 10, 'hidden_dimension': 209, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5918221409025118, 'global_pooling': 'sum', 'learning_rate': 0.002607312996488002, 'weight_decay': 2.760633701579003e-06, 'beta_0': 0.8490023027460167, 'beta_1': 0.9813006441938752, 'epsilon': 1.567049888938278e-07, 'balanced_loss': True, 'epochs': 100, 'early_stopping_patience': 12, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:45:32,047] Trial 231 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6208171476384037, 'batch_size': 108, 'attention_heads': 9, 'hidden_dimension': 223, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5763886138556524, 'global_pooling': 'mean', 'learning_rate': 0.0015200627675193044, 'weight_decay': 4.089922256754966e-06, 'beta_0': 0.8437365698281547, 'beta_1': 0.9906534565959982, 'epsilon': 2.9914566345443346e-07, 'balanced_loss': False, 'epochs': 106, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:50:15,588] Trial 232 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6203351550170796, 'batch_size': 108, 'attention_heads': 9, 'hidden_dimension': 214, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5792054536872039, 'global_pooling': 'mean', 'learning_rate': 0.001636967621468968, 'weight_decay': 4.726648402371806e-06, 'beta_0': 0.8473746827720864, 'beta_1': 0.9913191322072294, 'epsilon': 3.2591118758707303e-07, 'balanced_loss': False, 'epochs': 107, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 4}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:54:37,263] Trial 233 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6201654089317932, 'batch_size': 109, 'attention_heads': 9, 'hidden_dimension': 218, 'number_of_hidden_layers': 1, 'dropout_rate': 0.580854006613573, 'global_pooling': 'mean', 'learning_rate': 0.0016794791670412669, 'weight_decay': 7.079049924974638e-06, 'beta_0': 0.8465741164613428, 'beta_1': 0.9906799956200155, 'epsilon': 3.100757661034803e-07, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 12:59:03,819] Trial 234 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6073512494879597, 'batch_size': 116, 'attention_heads': 9, 'hidden_dimension': 222, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5734691047046462, 'global_pooling': 'mean', 'learning_rate': 0.0016176035805846366, 'weight_decay': 5.2240484235660775e-06, 'beta_0': 0.8435959161715051, 'beta_1': 0.9910971779582827, 'epsilon': 3.0685595557219175e-07, 'balanced_loss': False, 'epochs': 106, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:04:26,960] Trial 235 finished with value: 0.9071100917431193 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6240663222450971, 'batch_size': 105, 'attention_heads': 16, 'hidden_dimension': 212, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5797627554726389, 'global_pooling': 'mean', 'learning_rate': 0.002106010116753708, 'weight_decay': 3.86333850606255e-06, 'beta_0': 0.8427290363650525, 'beta_1': 0.9915918277369641, 'epsilon': 4.231270988052042e-07, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:09:56,523] Trial 236 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6292515621361919, 'batch_size': 107, 'attention_heads': 16, 'hidden_dimension': 213, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5912351283805123, 'global_pooling': 'mean', 'learning_rate': 0.002910516854689978, 'weight_decay': 4.100736615075961e-06, 'beta_0': 0.8473302485347939, 'beta_1': 0.9918245637221234, 'epsilon': 4.480263000819899e-07, 'balanced_loss': False, 'epochs': 102, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:15:34,001] Trial 237 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6460390149463593, 'batch_size': 114, 'attention_heads': 16, 'hidden_dimension': 208, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5819436123539072, 'global_pooling': 'mean', 'learning_rate': 0.0022172251872140123, 'weight_decay': 4.039871784818457e-06, 'beta_0': 0.8440019556434184, 'beta_1': 0.9914581361754738, 'epsilon': 3.8053377318587175e-07, 'balanced_loss': False, 'epochs': 98, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:20:50,711] Trial 238 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6670286176686371, 'batch_size': 110, 'attention_heads': 16, 'hidden_dimension': 222, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5778684928018327, 'global_pooling': 'mean', 'learning_rate': 0.002265772300451905, 'weight_decay': 8.909066706595423e-06, 'beta_0': 0.8414033762053309, 'beta_1': 0.9906988688784183, 'epsilon': 5.808361718985543e-07, 'balanced_loss': False, 'epochs': 105, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:26:15,116] Trial 239 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6383002453387239, 'batch_size': 105, 'attention_heads': 16, 'hidden_dimension': 226, 'number_of_hidden_layers': 1, 'dropout_rate': 0.586266952001752, 'global_pooling': 'mean', 'learning_rate': 0.0019018309717459135, 'weight_decay': 5.508640903207128e-06, 'beta_0': 0.850514226827353, 'beta_1': 0.9904468469075421, 'epsilon': 7.058598160497109e-07, 'balanced_loss': False, 'epochs': 101, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:35:07,218] Trial 240 finished with value: 0.9025229357798165 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6151929060616325, 'batch_size': 119, 'attention_heads': 15, 'hidden_dimension': 217, 'number_of_hidden_layers': 4, 'dropout_rate': 0.4591042096807086, 'global_pooling': 'mean', 'learning_rate': 0.0012908502551735711, 'weight_decay': 3.6836092102543605e-06, 'beta_0': 0.8428442370561833, 'beta_1': 0.9911723750552638, 'epsilon': 4.6806969218591646e-07, 'balanced_loss': False, 'epochs': 94, 'early_stopping_patience': 14, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:39:27,137] Trial 241 finished with value: 0.9059633027522935 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.591958427500261, 'batch_size': 107, 'attention_heads': 9, 'hidden_dimension': 213, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5532812589713793, 'global_pooling': 'mean', 'learning_rate': 0.0015989765730178263, 'weight_decay': 2.3124959449078618e-06, 'beta_0': 0.8453718254365141, 'beta_1': 0.9918981922805012, 'epsilon': 3.2889850837266027e-07, 'balanced_loss': False, 'epochs': 97, 'early_stopping_patience': 13, 'plateau_patience': 25, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:44:57,767] Trial 242 finished with value: 0.8990825688073395 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6082139561805994, 'batch_size': 101, 'attention_heads': 16, 'hidden_dimension': 211, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5706846097608996, 'global_pooling': 'mean', 'learning_rate': 0.001411991048851375, 'weight_decay': 1.683803469065762e-05, 'beta_0': 0.8403190355832939, 'beta_1': 0.9910433796611506, 'epsilon': 2.5738890450705213e-07, 'balanced_loss': False, 'epochs': 109, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:50:20,768] Trial 243 finished with value: 0.9036697247706422 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6193616117493834, 'batch_size': 112, 'attention_heads': 16, 'hidden_dimension': 207, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5765269472856928, 'global_pooling': 'mean', 'learning_rate': 0.0033042298930839827, 'weight_decay': 2.9936984723894024e-06, 'beta_0': 0.8435803718102665, 'beta_1': 0.9800733522547002, 'epsilon': 3.8750893007293477e-07, 'balanced_loss': False, 'epochs': 104, 'early_stopping_patience': 14, 'plateau_patience': 24, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:54:32,856] Trial 244 finished with value: 0.9002293577981652 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.6310822061559387, 'batch_size': 82, 'attention_heads': 11, 'hidden_dimension': 204, 'number_of_hidden_layers': 1, 'dropout_rate': 0.5648529927084048, 'global_pooling': 'mean', 'learning_rate': 0.001208769420322578, 'weight_decay': 1.4708023532424824e-06, 'beta_0': 0.8475332206536865, 'beta_1': 0.9804297853457998, 'epsilon': 1.9491576071469117e-07, 'balanced_loss': False, 'epochs': 108, 'early_stopping_patience': 13, 'plateau_patience': 24, 'plateau_divider': 7}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 13:58:30,071] Trial 245 finished with value: 0.908256880733945 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5831502620757224, 'batch_size': 104, 'attention_heads': 9, 'hidden_dimension': 167, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4727299859608976, 'global_pooling': 'mean', 'learning_rate': 0.0019283179837251722, 'weight_decay': 1.1001811402864359e-06, 'beta_0': 0.8814411208537585, 'beta_1': 0.9902532229318114, 'epsilon': 2.9579374118953034e-07, 'balanced_loss': False, 'epochs': 112, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
[I 2025-03-23 14:02:27,456] Trial 246 finished with value: 0.9013761467889908 and parameters: {'attention_pooling_operation': 'max', 'embedding_pooling_operation': 'max', 'threshold': 0.5865139434780783, 'batch_size': 105, 'attention_heads': 9, 'hidden_dimension': 168, 'number_of_hidden_layers': 1, 'dropout_rate': 0.4669097500858064, 'global_pooling': 'mean', 'learning_rate': 0.001987232496125466, 'weight_decay': 1.0207572060927059e-06, 'beta_0': 0.8819578893917966, 'beta_1': 0.9900389107884002, 'epsilon': 2.94571380080598e-07, 'balanced_loss': False, 'epochs': 99, 'early_stopping_patience': 14, 'plateau_patience': 20, 'plateau_divider': 10}. Best is trial 93 with value: 0.9208715596330275.
